usertype,zip_code_start,borough_start,neighborhood_start,zip_code_end,borough_end,neighborhood_end,start_day,stop_day,day_mean_temperature,day_mean_wind_speed,day_total_precipitation,trip_minutes,trip_count
Subscriber,10075,Manhattan,Upper East Side,10019,Manhattan,Chelsea and Clinton,10/10/2020,10/10/2020,58.9,2.6,0.89,30,1
Customer,11206,Brooklyn,Bushwick and Williamsburg,11205,Brooklyn,Northwest Brooklyn,15/10/2020,15/10/2020,58.2,3.5,0,10,2
Subscriber,11222,Brooklyn,Greenpoint,10012,Manhattan,Greenwich Village and Soho,13/10/2020,13/10/2020,65.8,2.5,0.01,30,4
Subscriber,10069,Manhattan,West Side,10001,Manhattan,Chelsea and Clinton,15/10/2020,15/10/2020,58.2,3.5,0,20,4
Subscriber,10021,Manhattan,Upper East Side,10036,Manhattan,Chelsea and Clinton,21/10/2020,21/10/2020,65,2.8,0,30,2
Subscriber,10021,Manhattan,Upper East Side,10016,Manhattan,Gramercy Park and Murray Hill,14/10/2020,14/10/2020,63.8,3.2,0,30,2
Customer,11222,Brooklyn,Greenpoint,11211,Brooklyn,Greenpoint,18/09/2020,18/09/2020,76.3,2.4,0,0,1
Customer,11222,Brooklyn,Greenpoint,11222,Brooklyn,Greenpoint,30/12/2020,30/12/2020,41.3,3,0.15,0,1
Subscriber,10075,Manhattan,Upper East Side,10003,Manhattan,Lower East Side,21/09/2020,21/09/2020,65.8,7.4,0,20,2
Subscriber,10028,Manhattan,Upper East Side,10024,Manhattan,Upper West Side,18/10/2020,18/10/2020,43.5,5,0,10,8
Customer,10021,Manhattan,Upper East Side,10021,Manhattan,Upper East Side,16/10/2020,16/10/2020,58.5,4.9,0,40,1
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11217,Brooklyn,Northwest Brooklyn,21/11/2020,21/11/2020,46.4,4.9,0,30,2
Subscriber,11222,Brooklyn,Greenpoint,11205,Brooklyn,Northwest Brooklyn,22/10/2020,22/10/2020,65.4,4.1,0,130,1
Customer,11101,Queens,Northwest Queens,11101,Queens,Northwest Queens,10/08/2020,10/08/2020,74.9,3.6,0,30,5
Subscriber,10020,Manhattan,Chelsea and Clinton,10010,Manhattan,Gramercy Park and Murray Hill,13/05/2019,13/05/2019,68.5,5,0,20,1
Subscriber,10021,Manhattan,Upper East Side,10110,Manhattan,Chelsea and Clinton,05/11/2020,05/11/2020,62.8,1.9,0,20,1
Subscriber,11101,Queens,Northwest Queens,11222,Brooklyn,Greenpoint,29/09/2020,29/09/2020,75.6,2.7,0,0,3
Customer,10028,Manhattan,Upper East Side,10028,Manhattan,Upper East Side,26/11/2020,26/11/2020,49,2.5,0,70,1
Subscriber,10075,Manhattan,Upper East Side,10018,Manhattan,Chelsea and Clinton,09/10/2020,09/10/2020,66.6,3,0,20,2
Customer,10020,Manhattan,Chelsea and Clinton,10016,Manhattan,Gramercy Park and Murray Hill,10/04/2019,10/04/2019,50.5,5.8,0,10,1
Subscriber,10028,Manhattan,Upper East Side,10001,Manhattan,Chelsea and Clinton,12/10/2020,12/10/2020,64.4,3.7,0,250,1
Customer,11101,Queens,Northwest Queens,11101,Queens,Northwest Queens,04/10/2020,04/10/2020,56.5,9.2,0.02,20,3
Subscriber,11221,Brooklyn,Bushwick and Williamsburg,10018,Manhattan,Chelsea and Clinton,02/11/2020,02/11/2020,59.4,2.6,0,40,2
Subscriber,10075,Manhattan,Upper East Side,10011,Manhattan,Chelsea and Clinton,15/12/2020,15/12/2020,61.8,8.6,0.42,20,1
Subscriber,11222,Brooklyn,Greenpoint,11201,Brooklyn,Northwest Brooklyn,09/09/2020,09/09/2020,82,4,0,40,1
Customer,10075,Manhattan,Upper East Side,10016,Manhattan,Gramercy Park and Murray Hill,22/11/2020,22/11/2020,51.2,5.1,0.03,20,1
Subscriber,10028,Manhattan,Upper East Side,10024,Manhattan,Upper West Side,21/11/2020,21/11/2020,46.4,4.9,0,30,2
Customer,10069,Manhattan,West Side,10018,Manhattan,Chelsea and Clinton,16/10/2020,16/10/2020,58.5,4.9,0,20,1
Customer,10028,Manhattan,Upper East Side,10023,Manhattan,Upper West Side,19/12/2020,19/12/2020,38.2,7.4,0,10,2
Customer,11101,Queens,Northwest Queens,11101,Queens,Northwest Queens,19/10/2020,19/10/2020,42.9,2.2,0,10,3
Customer,10021,Manhattan,Upper East Side,10017,Manhattan,Gramercy Park and Murray Hill,24/10/2020,24/10/2020,48.4,4.1,0,30,2
Subscriber,11221,Brooklyn,Bushwick and Williamsburg,11206,Brooklyn,Bushwick and Williamsburg,06/12/2020,06/12/2020,46.5,2.7,0,0,1
Customer,11222,Brooklyn,Greenpoint,11201,Brooklyn,Northwest Brooklyn,12/11/2020,12/11/2020,55.4,3.6,0.43,50,1
Subscriber,10075,Manhattan,Upper East Side,10038,Manhattan,Lower Manhattan,13/10/2020,13/10/2020,65.8,2.5,0.01,40,1
Subscriber,11222,Brooklyn,Greenpoint,11205,Brooklyn,Northwest Brooklyn,04/09/2020,04/09/2020,80.6,5,0,30,2
Subscriber,11222,Brooklyn,Greenpoint,10018,Manhattan,Chelsea and Clinton,25/09/2020,25/09/2020,69,5.5,0,50,1
Subscriber,10028,Manhattan,Upper East Side,10003,Manhattan,Lower East Side,24/11/2020,24/11/2020,38.2,3.8,0,40,1
Subscriber,11222,Brooklyn,Greenpoint,10012,Manhattan,Greenwich Village and Soho,05/11/2020,05/11/2020,62.8,1.9,0,110,1
Subscriber,11222,Brooklyn,Greenpoint,11238,Brooklyn,Central Brooklyn,28/09/2020,28/09/2020,70.1,2.3,0,20,1
Subscriber,10021,Manhattan,Upper East Side,10024,Manhattan,Upper West Side,21/10/2020,21/10/2020,65,2.8,0,50,1
Subscriber,11222,Brooklyn,Greenpoint,11217,Brooklyn,Northwest Brooklyn,26/09/2020,26/09/2020,66.5,5.2,0,30,1
Customer,10028,Manhattan,Upper East Side,10028,Manhattan,Upper East Side,14/09/2020,14/09/2020,66.4,6.3,0.04,160,1
Customer,10028,Manhattan,Upper East Side,10065,Manhattan,Upper East Side,21/11/2020,21/11/2020,46.4,4.9,0,10,2
Subscriber,11101,Queens,Northwest Queens,10002,Manhattan,Lower East Side,24/10/2020,24/10/2020,48.4,4.1,0,30,1
Customer,11222,Brooklyn,Greenpoint,10002,Manhattan,Lower East Side,20/11/2020,20/11/2020,58.1,5.5,1.25,20,1
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11217,Brooklyn,Northwest Brooklyn,06/09/2020,06/09/2020,74.1,1,0,10,2
Subscriber,11221,Brooklyn,Bushwick and Williamsburg,10007,Manhattan,Lower Manhattan,15/09/2020,15/09/2020,72,2.1,0,30,1
Subscriber,10028,Manhattan,Upper East Side,10003,Manhattan,Lower East Side,13/09/2020,13/09/2020,72,5.2,0.29,40,2
Customer,11233,Brooklyn,Central Brooklyn,11216,Brooklyn,Central Brooklyn,17/10/2020,17/10/2020,51.6,5,0,30,1
Customer,10075,Manhattan,Upper East Side,11216,Brooklyn,Central Brooklyn,21/09/2020,21/09/2020,65.8,7.4,0,70,1
Subscriber,11222,Brooklyn,Greenpoint,10017,Manhattan,Gramercy Park and Murray Hill,26/08/2020,26/08/2020,76,3.7,0,40,1
Subscriber,10020,Manhattan,Chelsea and Clinton,10022,Manhattan,Gramercy Park and Murray Hill,25/03/2019,25/03/2019,32.4,4.1,0,20,1
Subscriber,10069,Manhattan,West Side,10018,Manhattan,Chelsea and Clinton,07/12/2020,07/12/2020,48,2.9,0,10,1
Subscriber,10075,Manhattan,Upper East Side,10003,Manhattan,Lower East Side,07/11/2020,07/11/2020,64.9,3.6,0,20,1
Customer,11206,Brooklyn,Bushwick and Williamsburg,11217,Brooklyn,Northwest Brooklyn,01/11/2020,01/11/2020,57.9,3.9,0,40,1
Subscriber,10021,Manhattan,Upper East Side,10065,Manhattan,Upper East Side,25/09/2020,25/09/2020,69,5.5,0,190,1
Subscriber,11222,Brooklyn,Greenpoint,10009,Manhattan,Lower East Side,31/10/2020,31/10/2020,49.1,3,0,40,1
Subscriber,10021,Manhattan,Upper East Side,10036,Manhattan,Chelsea and Clinton,21/10/2020,21/10/2020,65,2.8,0,10,1
Subscriber,11222,Brooklyn,Greenpoint,11205,Brooklyn,Northwest Brooklyn,18/09/2020,18/09/2020,76.3,2.4,0,30,1
Customer,10028,Manhattan,Upper East Side,10017,Manhattan,Gramercy Park and Murray Hill,29/09/2020,29/09/2020,75.6,2.7,0,70,1
Customer,10021,Manhattan,Upper East Side,10001,Manhattan,Chelsea and Clinton,08/12/2020,08/12/2020,44.6,4.6,0,30,1
Subscriber,11101,Queens,Northwest Queens,10005,Manhattan,Lower Manhattan,18/09/2020,18/09/2020,76.3,2.4,0,40,1
Subscriber,11222,Brooklyn,Greenpoint,10013,Manhattan,Greenwich Village and Soho,10/09/2020,10/09/2020,75.2,4.7,1.13,20,1
Subscriber,10075,Manhattan,Upper East Side,10018,Manhattan,Chelsea and Clinton,16/10/2020,16/10/2020,58.5,4.9,0,30,1
Subscriber,10069,Manhattan,West Side,10014,Manhattan,Greenwich Village and Soho,22/10/2020,22/10/2020,65.4,4.1,0,20,1
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,10009,Manhattan,Lower East Side,27/11/2020,27/11/2020,57.1,2.9,0,30,1
Subscriber,10021,Manhattan,Upper East Side,10016,Manhattan,Gramercy Park and Murray Hill,18/12/2020,18/12/2020,51.9,5.5,1.21,10,1
Subscriber,10128,Manhattan,Upper East Side,10003,Manhattan,Lower East Side,10/10/2020,10/10/2020,58.9,2.6,0.89,30,1
Subscriber,11101,Queens,Northwest Queens,10036,Manhattan,Chelsea and Clinton,05/11/2020,05/11/2020,62.8,1.9,0,30,1
Customer,10075,Manhattan,Upper East Side,10017,Manhattan,Gramercy Park and Murray Hill,12/10/2020,12/10/2020,64.4,3.7,0,10,1
Subscriber,10021,Manhattan,Upper East Side,10021,Manhattan,Upper East Side,29/10/2020,29/10/2020,67.2,5.7,1.44,10,4
Customer,11222,Brooklyn,Greenpoint,11222,Brooklyn,Greenpoint,15/08/2020,15/08/2020,80.7,3.3,0,50,1
Subscriber,10069,Manhattan,West Side,10069,Manhattan,West Side,14/11/2020,14/11/2020,46.4,8,0,40,1
Customer,11101,Queens,Northwest Queens,11101,Queens,Northwest Queens,02/09/2020,02/09/2020,81.1,1.8,0,10,13
Customer,11222,Brooklyn,Greenpoint,11211,Brooklyn,Greenpoint,08/10/2020,08/10/2020,63.8,2.9,0,10,10
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11222,Brooklyn,Greenpoint,24/11/2020,24/11/2020,38.2,3.8,0,10,7
Subscriber,10028,Manhattan,Upper East Side,10167,Manhattan,Gramercy Park and Murray Hill,23/09/2020,23/09/2020,68.4,3.3,0,20,5
Subscriber,11221,Brooklyn,Bushwick and Williamsburg,10007,Manhattan,Lower Manhattan,24/10/2020,24/10/2020,48.4,4.1,0,30,1
Subscriber,10075,Manhattan,Upper East Side,10016,Manhattan,Gramercy Park and Murray Hill,14/11/2020,14/11/2020,46.4,8,0,30,3
Subscriber,10075,Manhattan,Upper East Side,10075,Manhattan,Upper East Side,24/11/2020,24/11/2020,38.2,3.8,0,0,14
Customer,11222,Brooklyn,Greenpoint,11222,Brooklyn,Greenpoint,31/10/2020,31/10/2020,49.1,3,0,160,1
Customer,11222,Brooklyn,Greenpoint,11222,Brooklyn,Greenpoint,31/08/2020,31/08/2020,81.7,3.8,0.13,10,15
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11222,Brooklyn,Greenpoint,30/12/2020,30/12/2020,41.3,3,0.15,10,1
Customer,11222,Brooklyn,Greenpoint,11101,Queens,Northwest Queens,29/08/2020,29/08/2020,75.7,1.2,0,10,6
Subscriber,10069,Manhattan,West Side,10024,Manhattan,Upper West Side,21/10/2020,21/10/2020,65,2.8,0,10,4
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11238,Brooklyn,Central Brooklyn,11/09/2020,11/09/2020,72.3,5.6,0.45,10,2
Subscriber,10028,Manhattan,Upper East Side,10018,Manhattan,Chelsea and Clinton,17/09/2020,17/09/2020,77,1.3,0,20,5
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11216,Brooklyn,Central Brooklyn,23/10/2020,23/10/2020,58.8,5,0,10,3
Subscriber,11101,Queens,Northwest Queens,11216,Brooklyn,Central Brooklyn,26/08/2020,26/08/2020,76,3.7,0,40,1
Subscriber,10069,Manhattan,West Side,10023,Manhattan,Upper West Side,02/12/2020,02/12/2020,49.3,2.9,0.21,10,5
Customer,10028,Manhattan,Upper East Side,10021,Manhattan,Upper East Side,20/09/2020,20/09/2020,73.9,6.3,0,10,4
Subscriber,11101,Queens,Northwest Queens,10021,Manhattan,Upper East Side,08/12/2020,08/12/2020,44.6,4.6,0,20,2
Subscriber,10028,Manhattan,Upper East Side,10021,Manhattan,Upper East Side,01/11/2020,01/11/2020,57.9,3.9,0,70,1
Customer,11222,Brooklyn,Greenpoint,11211,Brooklyn,Greenpoint,31/12/2020,31/12/2020,46.5,3,0.19,20,6
Subscriber,10021,Manhattan,Upper East Side,10075,Manhattan,Upper East Side,01/12/2020,01/12/2020,46.5,5.9,0,0,7
Customer,11206,Brooklyn,Bushwick and Williamsburg,11206,Brooklyn,Bushwick and Williamsburg,10/12/2020,10/12/2020,54.9,4.5,0,0,1
Subscriber,10021,Manhattan,Upper East Side,10022,Manhattan,Gramercy Park and Murray Hill,18/11/2020,18/11/2020,50.9,3.6,0,20,2
Customer,10075,Manhattan,Upper East Side,10017,Manhattan,Gramercy Park and Murray Hill,16/09/2020,16/09/2020,75.8,1.5,0,20,1
Subscriber,10021,Manhattan,Upper East Side,10282,Manhattan,Tribeca,16/12/2020,16/12/2020,50.6,5.9,0.09,30,1
Subscriber,10020,Manhattan,Chelsea and Clinton,10017,Manhattan,Gramercy Park and Murray Hill,07/04/2019,07/04/2019,47.2,4.4,0,10,2
Subscriber,10028,Manhattan,Upper East Side,10024,Manhattan,Upper West Side,01/10/2020,01/10/2020,59.8,7.6,0.04,10,4
Subscriber,10020,Manhattan,Chelsea and Clinton,10199,Manhattan,Chelsea and Clinton,17/04/2019,17/04/2019,41.6,7.2,0.05,20,1
Customer,11206,Brooklyn,Bushwick and Williamsburg,11101,Queens,Northwest Queens,05/09/2020,05/09/2020,74,4.4,0,80,1
Subscriber,10028,Manhattan,Upper East Side,10019,Manhattan,Chelsea and Clinton,19/10/2020,19/10/2020,42.9,2.2,0,20,19
Subscriber,10075,Manhattan,Upper East Side,10024,Manhattan,Upper West Side,23/09/2020,23/09/2020,68.4,3.3,0,10,1
Subscriber,10028,Manhattan,Upper East Side,10009,Manhattan,Lower East Side,22/10/2020,22/10/2020,65.4,4.1,0,20,2
Subscriber,10021,Manhattan,Upper East Side,10016,Manhattan,Gramercy Park and Murray Hill,07/10/2020,07/10/2020,64.9,2.5,0,10,4
Subscriber,10028,Manhattan,Upper East Side,10167,Manhattan,Gramercy Park and Murray Hill,08/12/2020,08/12/2020,44.6,4.6,0,10,2
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11216,Brooklyn,Central Brooklyn,13/12/2020,13/12/2020,61.8,2,0,10,6
Subscriber,10021,Manhattan,Upper East Side,10022,Manhattan,Gramercy Park and Murray Hill,22/10/2020,22/10/2020,65.4,4.1,0,20,4
Customer,10021,Manhattan,Upper East Side,10028,Manhattan,Upper East Side,18/10/2020,18/10/2020,43.5,5,0,10,3
Subscriber,10069,Manhattan,West Side,10016,Manhattan,Gramercy Park and Murray Hill,16/10/2020,16/10/2020,58.5,4.9,0,40,1
Subscriber,10021,Manhattan,Upper East Side,10103,Manhattan,Chelsea and Clinton,28/09/2020,28/09/2020,70.1,2.3,0,10,1
Subscriber,11222,Brooklyn,Greenpoint,10012,Manhattan,Greenwich Village and Soho,14/09/2020,14/09/2020,66.4,6.3,0.04,30,2
Subscriber,11101,Queens,Northwest Queens,10003,Manhattan,Lower East Side,12/12/2020,12/12/2020,59.6,2.7,0,40,1
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,10012,Manhattan,Greenwich Village and Soho,09/11/2020,09/11/2020,51.1,1.7,0,30,2
Subscriber,10021,Manhattan,Upper East Side,10009,Manhattan,Lower East Side,06/11/2020,06/11/2020,69.4,3.7,0.01,30,2
Subscriber,11221,Brooklyn,Bushwick and Williamsburg,11217,Brooklyn,Northwest Brooklyn,07/12/2020,07/12/2020,48,2.9,0,20,2
Customer,10028,Manhattan,Upper East Side,10028,Manhattan,Upper East Side,05/10/2020,05/10/2020,57.7,6.6,0,70,4
Subscriber,10020,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,20/04/2019,20/04/2019,52.1,6.6,0,20,3
Subscriber,10028,Manhattan,Upper East Side,10024,Manhattan,Upper West Side,20/10/2020,20/10/2020,56.2,5.7,0,20,7
Customer,11101,Queens,Northwest Queens,10022,Manhattan,Gramercy Park and Murray Hill,14/10/2020,14/10/2020,63.8,3.2,0,20,3
Subscriber,10021,Manhattan,Upper East Side,10069,Manhattan,West Side,26/10/2020,26/10/2020,51.8,3.9,0.03,20,2
Subscriber,10075,Manhattan,Upper East Side,10167,Manhattan,Gramercy Park and Murray Hill,20/11/2020,20/11/2020,58.1,5.5,1.25,10,2
Customer,10028,Manhattan,Upper East Side,10065,Manhattan,Upper East Side,22/10/2020,22/10/2020,65.4,4.1,0,20,3
Subscriber,10020,Manhattan,Chelsea and Clinton,10019,Manhattan,Chelsea and Clinton,14/01/2019,14/01/2019,48.3,4.7,0,10,6
Subscriber,10028,Manhattan,Upper East Side,10016,Manhattan,Gramercy Park and Murray Hill,10/12/2020,10/12/2020,54.9,4.5,0,10,1
Subscriber,10020,Manhattan,Chelsea and Clinton,10019,Manhattan,Chelsea and Clinton,06/04/2019,06/04/2019,45.3,4.3,0,10,3
Subscriber,11101,Queens,Northwest Queens,10019,Manhattan,Chelsea and Clinton,31/08/2020,31/08/2020,81.7,3.8,0.13,30,2
Subscriber,11221,Brooklyn,Bushwick and Williamsburg,11205,Brooklyn,Northwest Brooklyn,30/08/2020,30/08/2020,79.1,3.3,0,20,3
Subscriber,10128,Manhattan,Upper East Side,10021,Manhattan,Upper East Side,12/10/2020,12/10/2020,64.4,3.7,0,10,2
Subscriber,10021,Manhattan,Upper East Side,10036,Manhattan,Chelsea and Clinton,17/11/2020,17/11/2020,47.5,6.4,0,20,10
Subscriber,10028,Manhattan,Upper East Side,10016,Manhattan,Gramercy Park and Murray Hill,15/09/2020,15/09/2020,72,2.1,0,20,5
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,10002,Manhattan,Lower East Side,27/12/2020,27/12/2020,52,4.5,0.12,30,1
Subscriber,10028,Manhattan,Upper East Side,10023,Manhattan,Upper West Side,17/11/2020,17/11/2020,47.5,6.4,0,30,1
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,10007,Manhattan,Lower Manhattan,09/11/2020,09/11/2020,51.1,1.7,0,40,1
Customer,10021,Manhattan,Upper East Side,10021,Manhattan,Upper East Side,03/11/2020,03/11/2020,60.6,1.6,0,0,1
Customer,10021,Manhattan,Upper East Side,10021,Manhattan,Upper East Side,07/10/2020,07/10/2020,64.9,2.5,0,10,2
Subscriber,10021,Manhattan,Upper East Side,10019,Manhattan,Chelsea and Clinton,10/11/2020,10/11/2020,55,6.7,0,20,2
Subscriber,10021,Manhattan,Upper East Side,10024,Manhattan,Upper West Side,26/11/2020,26/11/2020,49,2.5,0,20,3
Subscriber,10075,Manhattan,Upper East Side,10023,Manhattan,Upper West Side,31/12/2020,31/12/2020,46.5,3,0.19,20,2
Subscriber,10128,Manhattan,Upper East Side,10005,Manhattan,Lower Manhattan,15/10/2020,15/10/2020,58.2,3.5,0,50,1
Subscriber,11222,Brooklyn,Greenpoint,11205,Brooklyn,Northwest Brooklyn,22/08/2020,22/08/2020,76.9,3.7,0.32,40,1
Subscriber,10021,Manhattan,Upper East Side,10003,Manhattan,Lower East Side,05/10/2020,05/10/2020,57.7,6.6,0,30,3
Subscriber,10021,Manhattan,Upper East Side,10016,Manhattan,Gramercy Park and Murray Hill,04/10/2020,04/10/2020,56.5,9.2,0.02,10,3
Subscriber,11222,Brooklyn,Greenpoint,11222,Brooklyn,Greenpoint,03/09/2020,03/09/2020,82.6,1.8,0,40,2
Subscriber,10020,Manhattan,Chelsea and Clinton,10018,Manhattan,Chelsea and Clinton,06/03/2019,06/03/2019,24.5,8.1,0,10,1
Subscriber,10028,Manhattan,Upper East Side,10023,Manhattan,Upper West Side,21/11/2020,21/11/2020,46.4,4.9,0,0,2
Customer,11101,Queens,Northwest Queens,11101,Queens,Northwest Queens,23/08/2020,23/08/2020,76,3.6,0,0,3
Subscriber,11233,Brooklyn,Central Brooklyn,11221,Brooklyn,Bushwick and Williamsburg,09/09/2020,09/09/2020,82,4,0,0,1
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11222,Brooklyn,Greenpoint,30/12/2020,30/12/2020,41.3,3,0.15,0,1
Customer,10075,Manhattan,Upper East Side,10019,Manhattan,Chelsea and Clinton,16/09/2020,16/09/2020,75.8,1.5,0,30,1
Subscriber,10075,Manhattan,Upper East Side,10022,Manhattan,Gramercy Park and Murray Hill,05/11/2020,05/11/2020,62.8,1.9,0,20,5
Subscriber,11222,Brooklyn,Greenpoint,10022,Manhattan,Gramercy Park and Murray Hill,04/10/2020,04/10/2020,56.5,9.2,0.02,30,1
Subscriber,10028,Manhattan,Upper East Side,10016,Manhattan,Gramercy Park and Murray Hill,29/12/2020,29/12/2020,39.3,6.8,0.33,30,1
Subscriber,10021,Manhattan,Upper East Side,10012,Manhattan,Greenwich Village and Soho,19/11/2020,19/11/2020,59.5,5.4,0,20,1
Subscriber,10075,Manhattan,Upper East Side,10075,Manhattan,Upper East Side,07/11/2020,07/11/2020,64.9,3.6,0,30,2
Subscriber,11221,Brooklyn,Bushwick and Williamsburg,11221,Brooklyn,Bushwick and Williamsburg,15/09/2020,15/09/2020,72,2.1,0,0,1
Subscriber,11101,Queens,Northwest Queens,10012,Manhattan,Greenwich Village and Soho,15/08/2020,15/08/2020,80.7,3.3,0,30,1
Subscriber,10075,Manhattan,Upper East Side,10065,Manhattan,Upper East Side,18/12/2020,18/12/2020,51.9,5.5,1.21,20,1
Customer,10028,Manhattan,Upper East Side,10019,Manhattan,Chelsea and Clinton,27/11/2020,27/11/2020,57.1,2.9,0,10,2
Customer,11101,Queens,Northwest Queens,11222,Brooklyn,Greenpoint,19/10/2020,19/10/2020,42.9,2.2,0,40,1
Subscriber,10021,Manhattan,Upper East Side,11101,Queens,Northwest Queens,10/10/2020,10/10/2020,58.9,2.6,0.89,20,1
Subscriber,11101,Queens,Northwest Queens,11201,Brooklyn,Northwest Brooklyn,05/12/2020,05/12/2020,45.7,2,0,30,1
Subscriber,11222,Brooklyn,Greenpoint,10002,Manhattan,Lower East Side,14/08/2020,14/08/2020,77.1,2.2,0,30,2
Subscriber,10069,Manhattan,West Side,10065,Manhattan,Upper East Side,16/11/2020,16/11/2020,58.1,2.9,0,40,1
Subscriber,10028,Manhattan,Upper East Side,10018,Manhattan,Chelsea and Clinton,05/10/2020,05/10/2020,57.7,6.6,0,20,2
Subscriber,10128,Manhattan,Upper East Side,10018,Manhattan,Chelsea and Clinton,06/12/2020,06/12/2020,46.5,2.7,0,40,1
Subscriber,11101,Queens,Northwest Queens,10018,Manhattan,Chelsea and Clinton,23/11/2020,23/11/2020,39.8,5.6,0,30,2
Subscriber,11233,Brooklyn,Central Brooklyn,11205,Brooklyn,Northwest Brooklyn,01/12/2020,01/12/2020,46.5,5.9,0,10,1
Subscriber,10021,Manhattan,Upper East Side,10018,Manhattan,Chelsea and Clinton,03/11/2020,03/11/2020,60.6,1.6,0,40,1
Customer,10021,Manhattan,Upper East Side,10024,Manhattan,Upper West Side,12/10/2020,12/10/2020,64.4,3.7,0,200,1
Subscriber,10021,Manhattan,Upper East Side,10018,Manhattan,Chelsea and Clinton,18/10/2020,18/10/2020,43.5,5,0,30,1
Subscriber,10021,Manhattan,Upper East Side,10128,Manhattan,Upper East Side,13/11/2020,13/11/2020,55.4,9.4,0.01,10,1
Subscriber,10075,Manhattan,Upper East Side,10167,Manhattan,Gramercy Park and Murray Hill,22/09/2020,22/09/2020,66.8,6.4,0,30,1
Subscriber,11101,Queens,Northwest Queens,10167,Manhattan,Gramercy Park and Murray Hill,01/09/2020,01/09/2020,82,2.6,0,20,1
Subscriber,10021,Manhattan,Upper East Side,10028,Manhattan,Upper East Side,18/10/2020,18/10/2020,43.5,5,0,20,1
Subscriber,10075,Manhattan,Upper East Side,10002,Manhattan,Lower East Side,25/09/2020,25/09/2020,69,5.5,0,30,1
Customer,10028,Manhattan,Upper East Side,10019,Manhattan,Chelsea and Clinton,15/09/2020,15/09/2020,72,2.1,0,30,3
Subscriber,11222,Brooklyn,Greenpoint,10003,Manhattan,Lower East Side,30/09/2020,30/09/2020,73.5,5.3,1.33,30,1
Subscriber,10069,Manhattan,West Side,10011,Manhattan,Chelsea and Clinton,25/10/2020,25/10/2020,59.1,4,0.02,10,1
Subscriber,10021,Manhattan,Upper East Side,10036,Manhattan,Chelsea and Clinton,17/10/2020,17/10/2020,51.6,5,0,50,1
Customer,11222,Brooklyn,Greenpoint,11221,Brooklyn,Bushwick and Williamsburg,08/09/2020,08/09/2020,84.2,3.8,0,20,1
Subscriber,11101,Queens,Northwest Queens,10016,Manhattan,Gramercy Park and Murray Hill,28/09/2020,28/09/2020,70.1,2.3,0,40,1
Subscriber,10075,Manhattan,Upper East Side,10016,Manhattan,Gramercy Park and Murray Hill,22/10/2020,22/10/2020,65.4,4.1,0,10,1
Customer,11222,Brooklyn,Greenpoint,10002,Manhattan,Lower East Side,24/11/2020,24/11/2020,38.2,3.8,0,410,1
Subscriber,11222,Brooklyn,Greenpoint,10038,Manhattan,Lower Manhattan,13/10/2020,13/10/2020,65.8,2.5,0.01,30,1
Subscriber,10069,Manhattan,West Side,10014,Manhattan,Greenwich Village and Soho,31/10/2020,31/10/2020,49.1,3,0,20,1
Subscriber,11101,Queens,Northwest Queens,10003,Manhattan,Lower East Side,18/12/2020,18/12/2020,51.9,5.5,1.21,40,1
Subscriber,11222,Brooklyn,Greenpoint,11201,Brooklyn,Northwest Brooklyn,10/09/2020,10/09/2020,75.2,4.7,1.13,20,1
Customer,11206,Brooklyn,Bushwick and Williamsburg,10013,Manhattan,Greenwich Village and Soho,10/10/2020,10/10/2020,58.9,2.6,0.89,20,1
Subscriber,10075,Manhattan,Upper East Side,10021,Manhattan,Upper East Side,18/10/2020,18/10/2020,43.5,5,0,10,6
Subscriber,11222,Brooklyn,Greenpoint,11222,Brooklyn,Greenpoint,17/12/2020,17/12/2020,54.7,3.4,0.04,10,28
Subscriber,10021,Manhattan,Upper East Side,10103,Manhattan,Chelsea and Clinton,11/12/2020,11/12/2020,55.2,3.1,0,20,4
Subscriber,10028,Manhattan,Upper East Side,10103,Manhattan,Chelsea and Clinton,06/10/2020,06/10/2020,61.2,1.5,0,20,12
Subscriber,11101,Queens,Northwest Queens,11101,Queens,Northwest Queens,26/09/2020,26/09/2020,66.5,5.2,0,0,55
Customer,11233,Brooklyn,Central Brooklyn,11233,Brooklyn,Central Brooklyn,04/09/2020,04/09/2020,80.6,5,0,20,2
Subscriber,11222,Brooklyn,Greenpoint,11211,Brooklyn,Greenpoint,30/11/2020,30/11/2020,39.4,6,0,10,68
Customer,11222,Brooklyn,Greenpoint,11211,Brooklyn,Greenpoint,19/11/2020,19/11/2020,59.5,5.4,0,0,1
Subscriber,11222,Brooklyn,Greenpoint,11211,Brooklyn,Greenpoint,03/10/2020,03/10/2020,50.2,11.8,1.36,380,1
